IES,Semestre,Materia,Disciplina,Ementa,,,
faculdade três de maio,1,história e teoria da enfermagem,fundamentos de enfermagem,"desenvolvimento dos procedimentos básicos de enfermagem para o atendimento das necessidades do sujeito a ser cuidado; aprofundamento do processo de enfermagem como instrumento norteador do cuidar; caracterização das doenças mentais e orientações quanto ao manejo no ambiente da saúde; discussão dos aspectos psíquicos do comportamento humano, a organização estrutural da vida psíquica e seus mecanismos de defesa; busca a reflexão sobre as vivências de luto e morte; intervenção prática no processo saúde-doença por meio de vivência profissional; interface entre a alta no serviço hospitalar e a reinserção dos sujeitos na atenção básica.",638,,
faculdade três de maio,5,enfermagem em saúde do adulto,enfermagem no cuidado ao adulto i,"estudo das enfermidades transmissíveis e crônicas não-transmissíveis que acometem o sujeito adulto; descrição, produção e desenvolvimento da assistência de enfermagem no pré, trans e pós-operatório imediato; aprofundamento na assistência de enfermagem prestada em unidades de pronto socorro, internação clínica e cirúrgica e terapia intensiva; sistematização do cuidado de enfermagem integral ao sujeito e sua família no ambiente domiciliar e hospitalar.",454,,
faculdade três de maio,6,enfermagem em saúde da criança e do adolescente,enfermagem no cuidado à criança e ao adolescente,"estudo do cuidado sistematizado e da intervenção de enfermagem nas ações multi e interdisciplinares em relação à criança e ao adolescente, inseridos no contexto familiar e comunitário, a nível primário, secundário e terciário na unidade básica de saúde, no hospitalar e em seu domicílio. interfaces entre os aspectos epidemiológicos de morbi-mortalidade e as políticas de saúde. caracterização do estudante com necessidades educativas especiais em seu processo de escolarização; intervenção prática no processo saúde-doença por meio de práticas clínicas e educativas.",567,,
faculdade três de maio,6,enfermagem em saúde da mulher e do recém nascido,enfermagem no cuidado à mulher,"estudo das políticas públicas que norteiam a saúde da mulher; caracterização do cuidado de enfermagem à mulher com ações multi e interdisciplinares nos níveis: primário, secundário e terciário; descrição e aprofundamento sobre as patologias mais incidentes na mulher brasileira, inclusive as relacionadas ao período reprodutivo; definições, orientações e interfaces acerca da reprodução assistida pela enfermagem e o aleitamento materno; intervenção prática no processo saúde-doença por meio de vivência profissional.",517,,
faculdade três de maio,9,estágio curricular supervisionado gerencial de enfermagem na atenção primária à saúde,estágio supervisionado ii,desenvolvimento de atividade de interação e a vivência com a realidade da saúde coletiva na unidade básica de saúde; aplicação do conhecimento da práxis nas ações e estratégias em saúde; compreensão do valor e das ações de enfermagem na comunidade; intervenção prática no processo saúde-doença por meio de estágio supervisionado; produção do artigo científico advindo do trabalho de conclusão de curso.,402,,
faculdade três de maio,9,estágio curricular supervisionado gerencial de enfermagem na atenção primária à saúde,estágio supervisonado i,processamento das práticas de enfermagem no âmbito hospitalar; interface do acadêmico entre a teoria e a prática assistencial; busca a compreensão da realidade das atividades desempenhadas pela enfermagem no contexto hospitalar; aplicação do planejamento e execução das ações em saúde através de estágio supervisionado.,319,,
faculdade três de maio,5,enfermagem em saúde do adulto,enfermagem no cuidado ao adulto ii,"elaboração de subsídios relacionados à saúde no âmbito da organização do trabalho e no cuidado prestado ao idoso. busca de compreensão das ações inter e multidisciplinares, abrindo espaço para o desenvolvimento da assistência aos trabalhadores e aos idosos, considerando aspectos epidemiológicos de morbi-mortalidade e as políticas de saúde brasileiras. interface entre a habilidade técnica e a humanização na assistência aos trabalhadores e aos idosos; intervenção prática no processo saúdedoença por meio de práticas clínicas e educativas.",541,,
faculdade três de maio,4,farmacologia geral,farmacologia,apresentação dos conceitos fundamentais da farmacocinética e farmacodinâmica; descrição dos fenômenos que ocorrem desde a absorção até a eliminação do fármaco no organismo humano; discussão sobre as incompatibilidades medicamentosas; noções e aprofundamento dos principais grupos farmacológicos e os principais efeitos adversos,327,,
faculdade três de maio,2,fisiologia humana,fisiologia e semiotécnica,"detalhamento do funcionamento intrínseco dos órgãos e sistemas humanos, entendendo a complexidade fisiológica; estudo da biofísica no interior do corpo humano, a importância da água, das soluções, dos compartimentos e dos líquidos orgânicos; orientação sobre a bioeletricidade: gênese dos potenciais elétricos e condução do impulso nervoso; definição dos mecanismos e funções básicas dos sistemas reguladores do comportamento, da percepção sensorial e do metabolismo; busca a compreensão, a avaliação e a observação dos principais objetos da prática da enfermagem, possibilitando o cuidado holístico ao ser humano; apresentação e aplicação do processo de enfermagem e detalhamento de seus constituintes, inclusive com experimentação em laboratório.",748,,
faculdade três de maio,8,gerenciamento em enfermagem,administração e gestão em enfermagem i,"estudo dos princípios teóricos e instrumentos administrativos que fundamentam a estrutura organizacional dos serviços de saúde; caracterização dos princípios e estilos de liderança; reflexão e discussão sobre gerenciamento de conflitos, tomada de decisão, manifestação do poder e a autoridade nas organizações; busca de compreensão sobre planejamento e aplicação de ferramentas gerenciais nos serviços de saúde.",411,,
faculdade três de maio,8,gerenciamento em enfermagem,administração e gestão em enfermagem ii,"aprofundamento sobre os sistemas de comunicação; fundamentação da avaliação do desempenho profissional, de auditoria, de administração de recursos humanos, materiais e financeiros relacionados à enfermagem; interfaces da enfermagem com o serviço de controle de infecções hospitalar; definição e elaboração de indicadores em saúde; orientação sobre processo de gerenciamento do sistema de saúde na atenção básica; produção dos projetos que orientarão os estágios supervisionados.",478,,
faculdade três de maio,8,gerenciamento em enfermagem,planejamento e gestão,"estudo e reflexão sobre o planejamento em saúde, dentro do sus; fundamentação sobre os processos de avaliação na esf e elaboração de um plano estratégico situacional; investigação e produção acerca do plano de saúde e do relatório de gestão.",241,,
faculdade três de maio,2,metodologia científica,iniciação científica i,"desenvolvimento da capacidade de fundamentação dos princípios da pesquisa e o método científico; experimentação da coleta e sistematização dos dados e elaboração de relatório da pesquisa com divulgação dos resultados em evento institucional; reflexão sobre os fenômenos da prática de enfermagem a partir de referenciais teóricos, buscando a compreensão dos acontecimentos em seus contextos com interface da apropriação de elementos teóricos e metodológicos.",457,,
faculdade três de maio,2,metodologia científica,iniciação científica ii,orientação sobre o estudo e a produção do projeto da pesquisa do trabalho de conclusão do curso; socialização das propostas de pesquisa em seminário aberto ao público,166,,
